exercise_name,stable_key,image_asset_name,mapping_confidence,needs_review,reason
프론트 스쿼트,ex_c5043892,exercise_images/stable_key/ex_c5043892.png,HIGH,0,user_approved_stable_key_asset
원암 케이블 숄더프레스,ex_c536edc2,exercise_images/stable_key/ex_c536edc2.png,HIGH,0,user_approved_stable_key_asset
스트라이드,ex_c5c2fdef,exercise_images/stable_key/ex_c5c2fdef.png,HIGH,0,user_approved_stable_key_asset
랜덤 비프 풋워크,ex_c5f4c242,exercise_images/stable_key/ex_c5f4c242.png,HIGH,0,user_approved_stable_key_asset
컨센트레이션 컬,ex_c62c0716,exercise_images/stable_key/ex_c62c0716.png,HIGH,0,user_approved_stable_key_asset
스플릿 스텝,ex_c6d9efef,exercise_images/stable_key/ex_c6d9efef.png,HIGH,0,user_approved_stable_key_asset
6코너 풋워크 최대반복 테스트,ex_c7977dfd,exercise_images/stable_key/ex_c7977dfd.png,HIGH,0,user_approved_stable_key_asset
리버스 런지,ex_c8bcf3ce,exercise_images/stable_key/ex_c8bcf3ce.png,HIGH,0,user_approved_stable_key_asset
스트레이트암 풀다운,ex_ca5cce66,exercise_images/stable_key/ex_ca5cce66.png,HIGH,0,user_approved_stable_key_asset
맨몸 스쿼트,ex_cb3c4dc2,exercise_images/stable_key/ex_cb3c4dc2.png,HIGH,0,user_approved_stable_key_asset
라잉 트라이셉스 익스텐션,ex_d20b7487,exercise_images/stable_key/ex_d20b7487.png,HIGH,0,user_approved_stable_key_asset
인클라인 덤벨 컬,ex_d5048362,exercise_images/stable_key/ex_d5048362.png,HIGH,0,user_approved_stable_key_asset
데드버그,ex_d5bdffe1,exercise_images/stable_key/ex_d5bdffe1.png,HIGH,0,user_approved_stable_key_asset
원레그 레그 익스텐션,ex_d60745b4,exercise_images/stable_key/ex_d60745b4.png,HIGH,0,user_approved_stable_key_asset
드롭 점프,ex_d6726746,exercise_images/stable_key/ex_d6726746.png,HIGH,0,user_approved_stable_key_asset
피스톨 스쿼트,ex_d67e5761,exercise_images/stable_key/ex_d67e5761.png,HIGH,0,user_approved_stable_key_asset
로잉머신,ex_d7c90536,exercise_images/stable_key/ex_d7c90536.png,HIGH,0,user_approved_stable_key_asset
원암 인버티드 로우,ex_d9084b5e,exercise_images/stable_key/ex_d9084b5e.png,HIGH,0,user_approved_stable_key_asset
박스 점프,ex_d9e141e4,exercise_images/stable_key/ex_d9e141e4.png,HIGH,0,user_approved_stable_key_asset
덤벨 킥백,ex_da56a4fe,exercise_images/stable_key/ex_da56a4fe.png,HIGH,0,user_approved_stable_key_asset
랫풀다운,ex_dc9e5953,exercise_images/stable_key/ex_dc9e5953.png,HIGH,0,user_approved_stable_key_asset
스트레칭,ex_dd16e07a,exercise_images/stable_key/ex_dd16e07a.png,HIGH,0,user_approved_stable_key_asset
바벨 로우,ex_de46b7f6,exercise_images/stable_key/ex_de46b7f6.png,HIGH,0,user_approved_stable_key_asset
다이아몬드 푸시업,ex_debf6a8b,exercise_images/stable_key/ex_debf6a8b.png,HIGH,0,user_approved_stable_key_asset
벤치 딥스,ex_deca2b61,exercise_images/stable_key/ex_deca2b61.png,HIGH,0,user_approved_stable_key_asset
점프 런지,ex_df966b45,exercise_images/stable_key/ex_df966b45.png,HIGH,0,user_approved_stable_key_asset
원암 덤벨 RDL,ex_e0b1e364,exercise_images/stable_key/ex_e0b1e364.png,HIGH,0,user_approved_stable_key_asset
인버티드 로우,ex_e159d15a,exercise_images/stable_key/ex_e159d15a.png,HIGH,0,user_approved_stable_key_asset
스캡 풀업,ex_e1894690,exercise_images/stable_key/ex_e1894690.png,HIGH,0,user_approved_stable_key_asset
불가리안 스플릿 스쿼트,ex_e2efd0fe,exercise_images/stable_key/ex_e2efd0fe.png,HIGH,0,user_approved_stable_key_asset
워킹 런지,ex_e3715c0b,exercise_images/stable_key/ex_e3715c0b.png,HIGH,0,user_approved_stable_key_asset
중량 친업,ex_e41e8dcf,exercise_images/stable_key/ex_e41e8dcf.png,HIGH,0,user_approved_stable_key_asset
중량 풀업,ex_e41f4c2b,exercise_images/stable_key/ex_e41f4c2b.png,HIGH,0,user_approved_stable_key_asset
